Date,Campaign,Channel,Impressions,Clicks,Conversions,Cost,Revenue,CTR,CPC,CVR,ROI
2025-09-25,Campaign_010,Google Ads,96986,2986,162,1402.9,6107.04,3.08,0.47,5.43,335.32
2025-09-24,Campaign_005,Facebook,58897,3611,156,1614.06,394.29,6.13,0.45,4.32,-75.57
2025-09-23,Campaign_004,Google Ads,72037,2582,188,1749.54,3109.55,3.58,0.68,7.28,77.74
2025-09-22,Campaign_005,Instagram,89909,249,58,615.13,2264.22,0.28,2.47,23.29,268.09
2025-09-21,Campaign_007,Instagram,97065,953,68,447.41,2284.71,0.98,0.47,7.14,410.65
2025-09-20,Campaign_001,Facebook,18083,451,42,4850.51,5933.71,2.49,10.76,9.31,22.33
2025-09-19,Campaign_006,Google Ads,73886,3005,192,4413.51,3994.92,4.07,1.47,6.39,-9.48
2025-09-18,Campaign_003,Facebook,43519,1774,105,4430.89,3930.17,4.08,2.5,5.92,-11.3
2025-09-17,Campaign_007,Google Ads,19331,1886,100,952.3,6395.76,9.76,0.5,5.3,571.61
2025-09-16,Campaign_010,Twitter,10529,503,93,1883.92,6593.5,4.78,3.75,18.49,249.99
2025-09-15,Campaign_003,Instagram,73118,4700,17,4202.08,9248.57,6.43,0.89,0.36,120.1
2025-09-14,Campaign_007,Google Ads,60430,3870,7,1603.49,1194.72,6.4,0.41,0.18,-25.49
2025-09-13,Campaign_009,Instagram,60089,1349,95,3094.27,3386.91,2.25,2.29,7.04,9.46
2025-09-12,Campaign_008,Instagram,31164,1339,74,1408.07,2143.85,4.3,1.05,5.53,52.25
2025-09-11,Campaign_002,Facebook,4661,2184,121,3507.2,6710.87,46.86,1.61,5.54,91.35
2025-09-10,Campaign_010,Facebook,24684,1947,6,1523.68,9749.5,7.89,0.78,0.31,539.87
2025-09-09,Campaign_010,Twitter,68633,1558,101,1145.98,9786.24,2.27,0.74,6.48,753.96
2025-09-08,Campaign_010,Facebook,95312,3007,80,1874.33,1442.43,3.15,0.62,2.66,-23.04
2025-09-07,Campaign_001,Instagram,91614,546,92,918.09,6413.03,0.6,1.68,16.85,598.52
2025-09-06,Campaign_010,LinkedIn,30689,4128,32,2652.25,7537.24,13.45,0.64,0.78,184.18
2025-09-05,Campaign_004,Instagram,35934,464,88,1676.57,6182.71,1.29,3.61,18.97,268.77
2025-12-03,Campaign_010,Instagram,86204,1457,162,4753.04,3668.68,1.69,3.26,11.12,-22.81
2025-12-02,Campaign_005,Facebook,81548,3052,183,2834.08,9705.01,3.74,0.93,6.0,242.44
2025-12-01,Campaign_003,Twitter,69343,1834,38,898.42,2507.34,2.64,0.49,2.07,179.08
2025-11-30,Campaign_002,Facebook,77594,4051,155,1580.1,3700.58,5.22,0.39,3.83,134.2
2025-11-29,Campaign_003,Instagram,72906,499,50,3255.74,5786.34,0.68,6.52,10.02,77.73
2025-11-28,Campaign_008,Instagram,77843,505,173,494.65,1109.7,0.65,0.98,34.26,124.34
2025-11-27,Campaign_007,Google Ads,88816,3245,76,4421.48,4615.74,3.65,1.36,2.34,4.39
2025-11-26,Campaign_006,Facebook,18938,3692,133,793.48,8627.71,19.5,0.21,3.6,987.33
2025-11-25,Campaign_008,LinkedIn,42359,4001,126,3599.88,6842.16,9.45,0.9,3.15,90.07
2025-11-24,Campaign_001,LinkedIn,24767,144,53,3297.23,2069.8,0.58,22.9,36.81,-37.23
2025-11-23,Campaign_004,LinkedIn,87625,1230,86,2745.38,7854.19,1.4,2.23,6.99,186.09
2025-11-22,Campaign_005,Instagram,64462,3816,15,2930.77,1750.83,5.92,0.77,0.39,-40.26
2025-11-21,Campaign_007,Google Ads,12144,961,167,3329.17,2410.63,7.91,3.46,17.38,-27.59
2025-11-20,Campaign_004,Facebook,81424,1318,13,925.15,6135.83,1.62,0.7,0.99,563.23
2025-11-19,Campaign_006,Google Ads,33266,2814,122,4038.19,6914.98,8.46,1.44,4.34,71.24
2025-11-18,Campaign_009,Twitter,67830,1145,69,2198.06,4360.81,1.69,1.92,6.03,98.39
2025-11-17,Campaign_001,Google Ads,13193,4279,73,4747.7,4911.06,32.43,1.11,1.71,3.44
2025-11-16,Campaign_010,Twitter,16928,4366,139,1360.72,2434.54,25.79,0.31,3.18,78.92
2025-11-15,Campaign_009,LinkedIn,19861,3049,151,4094.46,6981.1,15.35,1.34,4.95,70.5
2025-11-14,Campaign_001,Twitter,97628,282,101,4839.22,3067.8,0.29,17.16,35.82,-36.61
2025-11-13,Campaign_006,LinkedIn,46975,3618,35,4619.33,3991.83,7.7,1.28,0.97,-13.58
2025-11-12,Campaign_002,LinkedIn,42672,4575,146,1300.06,4911.06,10.72,0.28,3.19,277.76
2025-11-11,Campaign_005,Google Ads,61101,237,74,4680.83,4083.28,0.39,19.75,31.22,-12.77
2025-11-10,Campaign_009,LinkedIn,14288,4654,113,163.81,3376.65,32.57,0.04,2.43,1961.32
2025-11-09,Campaign_003,Instagram,89335,4008,97,792.64,8185.91,4.49,0.2,2.42,932.74
2025-11-08,Campaign_001,Twitter,60514,1358,13,2647.07,5685.98,2.24,1.95,0.96,114.8
2025-11-07,Campaign_008,Twitter,11537,1635,148,2767.67,2240.63,14.17,1.69,9.05,-19.04
2025-11-06,Campaign_009,Instagram,48892,1647,100,4798.68,8713.14,3.37,2.91,6.07,81.57
2025-11-05,Campaign_004,Facebook,35512,4655,69,975.6,7789.98,13.11,0.21,1.48,698.48
2025-11-04,Campaign_006,Instagram,8933,1797,154,792.84,7867.2,20.12,0.44,8.57,892.28
2025-11-03,Campaign_002,LinkedIn,17352,1679,37,135.73,4041.27,9.68,0.08,2.2,2877.43
2025-11-02,Campaign_006,Instagram,65153,167,12,3434.28,8543.82,0.26,20.56,7.19,148.78
2025-11-01,Campaign_001,LinkedIn,54861,1252,138,3508.65,7096.41,2.28,2.8,11.02,102.25
2025-10-31,Campaign_002,Google Ads,62510,738,170,864.78,6350.05,1.18,1.17,23.04,634.3
2025-10-30,Campaign_009,Instagram,11996,355,22,3593.4,3546.09,2.96,10.12,6.2,-1.32
2025-10-29,Campaign_006,Google Ads,43234,4233,129,2692.7,7345.84,9.79,0.64,3.05,172.81
2025-10-28,Campaign_003,Twitter,71700,4733,67,3241.76,3995.16,6.6,0.68,1.42,23.24
2025-10-27,Campaign_005,Google Ads,39073,403,73,2869.49,8218.39,1.03,7.12,18.11,186.41
2025-10-26,Campaign_004,LinkedIn,45489,999,120,3925.17,5706.23,2.2,3.93,12.01,45.38
2025-10-25,Campaign_005,LinkedIn,88146,4707,162,4326.5,3530.95,5.34,0.92,3.44,-18.39
2025-10-24,Campaign_007,Twitter,93562,2743,99,3708.87,5980.9,2.93,1.35,3.61,61.26
2025-10-23,Campaign_004,Twitter,94995,4719,119,928.66,8724.21,4.97,0.2,2.52,839.44
2025-10-22,Campaign_010,LinkedIn,93338,4677,23,898.66,8774.72,5.01,0.19,0.49,876.42
2025-10-21,Campaign_001,Google Ads,54418,2724,115,3534.09,6940.87,5.01,1.3,4.22,96.4
2025-10-20,Campaign_009,LinkedIn,85649,4976,124,1024.52,7368.53,5.81,0.21,2.49,619.22
2025-10-19,Campaign_003,Facebook,44328,3367,187,1691.36,6110.48,7.6,0.5,5.55,261.28
2025-10-18,Campaign_005,Facebook,2699,1135,132,2993.8,9623.72,42.05,2.64,11.63,221.46
2025-10-17,Campaign_006,LinkedIn,26242,1874,157,3548.88,7824.47,7.14,1.89,8.38,120.48
2025-10-16,Campaign_001,Facebook,7133,98,134,4241.03,6560.41,1.37,43.28,136.73,54.69
2025-10-15,Campaign_005,LinkedIn,5059,3850,65,1624.1,8100.24,76.1,0.42,1.69,398.75
2025-10-14,Campaign_009,Google Ads,87706,3570,33,3565.36,120.56,4.07,1.0,0.92,-96.62
2025-10-13,Campaign_008,Facebook,14546,2164,169,1843.21,7121.63,14.88,0.85,7.81,286.37
2025-10-12,Campaign_008,Instagram,79908,2994,161,1266.04,8238.53,3.75,0.42,5.38,550.73
2025-10-11,Campaign_001,Facebook,22272,4355,54,2736.62,1955.39,19.55,0.63,1.24,-28.55
2025-10-10,Campaign_007,Google Ads,48283,560,61,1783.32,533.21,1.16,3.18,10.89,-70.1
2025-10-09,Campaign_010,Google Ads,66818,2209,175,2716.73,3335.16,3.31,1.23,7.92,22.76
2025-10-08,Campaign_008,Google Ads,32105,3544,154,3428.51,3054.0,11.04,0.97,4.35,-10.92
2025-10-07,Campaign_010,Twitter,92775,760,74,4595.51,8055.76,0.82,6.05,9.74,75.3
2025-10-06,Campaign_002,Twitter,47244,4895,181,1978.5,5861.81,10.36,0.4,3.7,196.28
2025-10-05,Campaign_010,Facebook,76969,3988,153,3219.22,271.17,5.18,0.81,3.84,-91.58
2025-10-04,Campaign_001,Instagram,56852,484,78,3800.48,1918.42,0.85,7.85,16.12,-49.52
2025-10-03,Campaign_008,Instagram,42547,593,7,533.26,3039.75,1.39,0.9,1.18,470.03
2025-10-02,Campaign_005,Twitter,6864,2986,41,2199.99,8328.34,43.5,0.74,1.37,278.56
2025-10-01,Campaign_006,Twitter,94305,4639,146,1432.38,6291.94,4.92,0.31,3.15,339.26
2025-09-30,Campaign_008,LinkedIn,11580,2437,131,1100.23,3546.11,21.04,0.45,5.38,222.31
2025-09-29,Campaign_004,Instagram,4212,15,26,188.17,423.41,0.36,12.54,173.33,125.01
2025-09-28,Campaign_004,Instagram,56151,2347,71,2518.75,3719.54,4.18,1.07,3.03,47.67
2025-09-27,Campaign_007,Twitter,4887,3958,143,3278.05,6252.2,80.99,0.83,3.61,90.73
2025-09-26,Campaign_004,Google Ads,59804,36,52,3247.39,3025.52,0.06,90.21,144.44,-6.83
2025-09-25,Campaign_007,Facebook,29075,2224,198,3012.84,9944.08,7.65,1.35,8.9,230.06
2025-09-24,Campaign_002,Google Ads,79784,3779,114,3387.26,4462.8,4.74,0.9,3.02,31.75
2025-09-23,Campaign_010,Facebook,53702,4427,92,997.31,3976.25,8.24,0.23,2.08,298.7
2025-09-22,Campaign_002,Facebook,66805,3267,182,4163.6,6386.74,4.89,1.27,5.57,53.39
2025-09-21,Campaign_005,Google Ads,6862,2193,153,1338.44,7620.84,31.96,0.61,6.98,469.38
2025-09-20,Campaign_009,Instagram,31332,1224,187,996.65,6897.86,3.91,0.81,15.28,592.1
2025-09-19,Campaign_001,Google Ads,56393,1725,68,3780.52,2458.39,3.06,2.19,3.94,-34.97
2025-09-18,Campaign_010,Twitter,70469,2286,55,1452.92,4732.93,3.24,0.64,2.41,225.75
2025-09-17,Campaign_005,Instagram,44587,743,194,3781.57,2808.47,1.67,5.09,26.11,-25.73
2025-09-16,Campaign_006,Instagram,85028,2706,141,227.25,3392.47,3.18,0.08,5.21,1392.84
2025-09-15,Campaign_002,LinkedIn,50917,253,70,2526.61,1168.72,0.5,9.99,27.67,-53.74
2025-09-14,Campaign_003,Twitter,57623,4578,15,2075.33,4416.73,7.94,0.45,0.33,112.82
2025-09-13,Campaign_008,Facebook,93656,1472,79,3376.92,679.8,1.57,2.29,5.37,-79.87
2025-09-12,Campaign_010,Twitter,38613,698,184,3044.55,5676.22,1.81,4.36,26.36,86.44
2025-09-11,Campaign_009,Facebook,23979,589,198,4307.53,4569.81,2.46,7.31,33.62,6.09
2025-09-10,Campaign_003,Twitter,68136,3604,158,4639.7,4646.61,5.29,1.29,4.38,0.15
2025-09-09,Campaign_003,LinkedIn,84400,1589,49,307.34,4759.07,1.88,0.19,3.08,1448.47
2025-09-08,Campaign_004,Facebook,3380,4198,90,3857.06,9842.73,124.2,0.92,2.14,155.19
2025-09-07,Campaign_006,Facebook,89013,2856,135,4394.87,5189.04,3.21,1.54,4.73,18.07
2025-09-06,Campaign_002,Google Ads,11836,2214,164,1515.2,3006.76,18.71,0.68,7.41,98.44
2025-09-05,Campaign_007,Twitter,60856,2078,132,3950.59,9646.31,3.41,1.9,6.35,144.17
2025-12-03,Campaign_007,LinkedIn,14006,1192,136,1008.75,4424.12,8.51,0.85,11.41,338.57
2025-12-02,Campaign_004,Twitter,27794,340,10,1639.16,2702.83,1.22,4.82,2.94,64.89
2025-12-01,Campaign_001,Twitter,87005,3161,102,2064.66,1332.33,3.63,0.65,3.23,-35.47
2025-11-30,Campaign_009,Facebook,66295,2045,145,1388.93,8377.46,3.08,0.68,7.09,503.16
2025-11-29,Campaign_007,LinkedIn,84481,3558,37,2698.4,9539.61,4.21,0.76,1.04,253.53
2025-11-28,Campaign_004,Instagram,8272,3646,57,4783.37,5884.94,44.08,1.31,1.56,23.03
2025-11-27,Campaign_005,Twitter,50580,2079,19,850.4,2529.18,4.11,0.41,0.91,197.41
2025-11-26,Campaign_006,LinkedIn,9548,882,118,4553.82,8138.66,9.24,5.16,13.38,78.72
2025-11-25,Campaign_004,Instagram,28036,4621,139,1986.56,7245.34,16.48,0.43,3.01,264.72
2025-11-24,Campaign_001,Facebook,88082,2345,122,4702.1,8196.99,2.66,2.01,5.2,74.33
2025-11-23,Campaign_003,LinkedIn,2975,4030,4,3426.53,9427.53,135.46,0.85,0.1,175.13
2025-11-22,Campaign_010,Facebook,5634,1862,160,2748.2,9073.86,33.05,1.48,8.59,230.17
2025-11-21,Campaign_003,Instagram,14809,4579,97,4601.13,6015.81,30.92,1.0,2.12,30.75
2025-11-20,Campaign_005,Google Ads,10039,2307,185,980.34,1038.05,22.98,0.42,8.02,5.89
2025-11-19,Campaign_004,LinkedIn,62323,3173,47,3396.39,1210.4,5.09,1.07,1.48,-64.36
2025-11-18,Campaign_002,Instagram,82348,4777,54,4594.45,6240.79,5.8,0.96,1.13,35.83
2025-11-17,Campaign_002,Instagram,33945,2677,152,831.98,6982.33,7.89,0.31,5.68,739.24
2025-11-16,Campaign_005,Google Ads,34526,3046,46,3665.98,8313.08,8.82,1.2,1.51,126.76
2025-11-15,Campaign_008,Instagram,66554,4296,106,1403.53,1526.22,6.45,0.33,2.47,8.74
2025-11-14,Campaign_005,Google Ads,87267,1987,126,1876.51,7995.95,2.28,0.94,6.34,326.11
2025-11-13,Campaign_004,Twitter,75527,2168,11,622.39,9621.93,2.87,0.29,0.51,1445.96
2025-11-12,Campaign_006,Twitter,22799,4220,168,1747.27,4164.06,18.51,0.41,3.98,138.32
2025-11-11,Campaign_002,Instagram,76065,4997,7,3276.81,2126.05,6.57,0.66,0.14,-35.12
2025-11-10,Campaign_004,Twitter,99489,4998,50,2695.59,7587.93,5.02,0.54,1.0,181.49
2025-11-09,Campaign_002,LinkedIn,68874,4908,91,3057.4,2981.68,7.13,0.62,1.85,-2.48
2025-11-08,Campaign_009,LinkedIn,67983,28,21,2018.95,2425.42,0.04,72.11,75.0,20.13
2025-11-07,Campaign_002,Twitter,8028,707,117,4799.69,1516.85,8.81,6.79,16.55,-68.4
2025-11-06,Campaign_004,Twitter,35149,2625,186,4873.55,6745.67,7.47,1.86,7.09,38.41
2025-11-05,Campaign_006,Google Ads,15057,4125,40,4218.84,5774.26,27.4,1.02,0.97,36.87
2025-11-04,Campaign_002,LinkedIn,76157,2231,190,722.42,6868.25,2.93,0.32,8.52,850.73
2025-11-03,Campaign_010,Instagram,49815,2459,9,208.19,979.66,4.94,0.08,0.37,370.56
2025-11-02,Campaign_002,Instagram,20502,2939,184,3377.42,2253.01,14.34,1.15,6.26,-33.29
2025-11-01,Campaign_003,Instagram,86540,2627,52,2238.04,4576.62,3.04,0.85,1.98,104.49
2025-10-31,Campaign_007,LinkedIn,37742,3537,196,4430.35,4526.57,9.37,1.25,5.54,2.17
2025-10-30,Campaign_008,Twitter,4338,1498,123,1864.21,594.38,34.53,1.24,8.21,-68.12
2025-10-29,Campaign_009,Twitter,96978,634,120,1241.09,3442.71,0.65,1.96,18.93,177.39
2025-10-28,Campaign_004,Facebook,37281,1494,81,2666.22,6675.68,4.01,1.78,5.42,150.38
2025-10-27,Campaign_007,Google Ads,28847,3883,70,2472.63,7471.29,13.46,0.64,1.8,202.16
2025-10-26,Campaign_006,Twitter,97177,1614,51,3576.31,6815.72,1.66,2.22,3.16,90.58
2025-10-25,Campaign_006,Facebook,7333,2144,64,2584.18,4978.63,29.24,1.21,2.99,92.66
2025-10-24,Campaign_001,Instagram,86017,1360,80,2215.97,6390.65,1.58,1.63,5.88,188.39
2025-10-23,Campaign_010,LinkedIn,81304,3556,64,1488.06,2981.14,4.37,0.42,1.8,100.34
2025-10-22,Campaign_008,Google Ads,21844,1392,99,1498.81,8178.27,6.37,1.08,7.11,445.65
2025-10-21,Campaign_005,LinkedIn,53236,229,80,1501.25,9775.57,0.43,6.56,34.93,551.16
2025-10-20,Campaign_001,Google Ads,87480,538,144,3881.67,7059.26,0.61,7.22,26.77,81.86
2025-10-19,Campaign_006,Instagram,10017,4318,41,3450.96,3539.31,43.11,0.8,0.95,2.56
2025-10-18,Campaign_001,Google Ads,32646,4805,184,4871.83,7982.32,14.72,1.01,3.83,63.85
2025-10-17,Campaign_003,Instagram,74744,425,10,1855.18,8994.47,0.57,4.37,2.35,384.83
2025-10-16,Campaign_010,Facebook,82590,2473,125,1093.69,1377.66,2.99,0.44,5.05,25.96
2025-10-15,Campaign_001,LinkedIn,24343,4898,35,2061.24,2223.04,20.12,0.42,0.71,7.85
2025-10-14,Campaign_008,Facebook,56753,849,191,629.59,9252.78,1.5,0.74,22.5,1369.65
2025-10-13,Campaign_008,Twitter,80836,1777,75,289.26,5803.88,2.2,0.16,4.22,1906.46
2025-10-12,Campaign_010,Google Ads,81415,4312,27,2837.76,7158.34,5.3,0.66,0.63,152.25
2025-10-11,Campaign_002,LinkedIn,83462,765,15,3970.12,5930.14,0.92,5.19,1.96,49.37
2025-10-10,Campaign_006,Google Ads,28760,1482,113,180.49,6613.3,5.15,0.12,7.62,3564.08
2025-10-09,Campaign_003,Twitter,68587,239,118,711.49,5400.5,0.35,2.98,49.37,659.04
2025-10-08,Campaign_010,LinkedIn,1596,221,103,4770.91,7618.34,13.85,21.59,46.61,59.68
2025-10-07,Campaign_002,Facebook,92446,3841,50,3254.9,943.23,4.15,0.85,1.3,-71.02
2025-10-06,Campaign_003,LinkedIn,21627,131,164,4762.25,9278.86,0.61,36.35,125.19,94.84
2025-10-05,Campaign_009,LinkedIn,60037,590,57,3663.28,8186.11,0.98,6.21,9.66,123.46
2025-10-04,Campaign_005,Instagram,76143,4569,198,2457.97,1604.36,6.0,0.54,4.33,-34.73
2025-10-03,Campaign_008,Instagram,18597,2490,35,1883.48,7115.12,13.39,0.76,1.41,277.76
2025-10-02,Campaign_010,LinkedIn,30316,3899,93,3924.68,5740.19,12.86,1.01,2.39,46.26
2025-10-01,Campaign_009,LinkedIn,95209,899,142,2426.45,9330.16,0.94,2.7,15.8,284.52
2025-09-30,Campaign_006,Google Ads,79386,38,62,2506.9,6307.51,0.05,65.97,163.16,151.61
2025-09-29,Campaign_004,LinkedIn,37375,1840,149,2760.7,6753.17,4.92,1.5,8.1,144.62
2025-09-28,Campaign_008,Facebook,9797,1420,115,3723.2,3689.62,14.49,2.62,8.1,-0.9
2025-09-27,Campaign_003,Instagram,94060,1849,72,4401.09,904.94,1.97,2.38,3.89,-79.44
2025-09-26,Campaign_004,Instagram,62925,4431,194,706.41,2385.63,7.04,0.16,4.38,237.71
2025-09-25,Campaign_003,Twitter,20882,1401,100,4575.52,5004.17,6.71,3.27,7.14,9.37
2025-09-24,Campaign_009,Twitter,50506,981,128,2235.7,2704.73,1.94,2.28,13.05,20.98
2025-09-23,Campaign_003,Facebook,30708,4087,99,3974.2,5371.77,13.31,0.97,2.42,35.17
2025-09-22,Campaign_008,Facebook,83438,1919,189,3799.31,9567.61,2.3,1.98,9.85,151.82
2025-09-21,Campaign_004,Google Ads,17352,4123,31,4321.4,9947.84,23.76,1.05,0.75,130.2
2025-09-20,Campaign_010,Facebook,22304,4675,66,3046.49,8370.12,20.96,0.65,1.41,174.75
2025-09-19,Campaign_002,Google Ads,77939,762,145,4558.58,7405.9,0.98,5.98,19.03,62.46
2025-09-18,Campaign_007,Twitter,65227,4621,16,4863.47,8467.73,7.08,1.05,0.35,74.11
2025-09-17,Campaign_005,LinkedIn,28331,506,157,4172.93,7555.19,1.79,8.25,31.03,81.05
2025-09-16,Campaign_006,Facebook,30030,2154,69,2875.53,2054.63,7.17,1.33,3.2,-28.55
2025-09-15,Campaign_009,LinkedIn,98729,671,38,4177.77,4918.0,0.68,6.23,5.66,17.72
2025-09-14,Campaign_001,Facebook,45600,1085,58,500.81,449.37,2.38,0.46,5.35,-10.27
2025-09-13,Campaign_009,Instagram,37517,2668,105,3582.01,9884.99,7.11,1.34,3.94,175.96
2025-09-12,Campaign_001,Facebook,40849,1663,129,4072.93,2935.68,4.07,2.45,7.76,-27.92
2025-09-11,Campaign_009,Twitter,31582,4512,27,4423.89,8560.48,14.29,0.98,0.6,93.51
2025-09-10,Campaign_003,Twitter,57890,1229,75,1283.8,7526.42,2.12,1.04,6.1,486.26
2025-09-09,Campaign_008,LinkedIn,30208,541,46,3239.98,8953.39,1.79,5.99,8.5,176.34
2025-09-08,Campaign_008,Instagram,57626,1682,87,2619.97,9332.55,2.92,1.56,5.17,256.21
2025-09-07,Campaign_003,Twitter,35636,4777,177,4403.09,5229.16,13.4,0.92,3.71,18.76
2025-09-06,Campaign_007,Facebook,53630,4242,83,4451.83,8819.04,7.91,1.05,1.96,98.1
2025-09-05,Campaign_003,Instagram,76495,869,61,1321.08,6999.95,1.14,1.52,7.02,429.87
2025-12-03,Campaign_004,Instagram,96618,2351,199,4433.97,2044.55,2.43,1.89,8.46,-53.89
2025-12-02,Campaign_004,LinkedIn,51315,2583,192,1582.27,7202.55,5.03,0.61,7.43,355.2
2025-12-01,Campaign_001,Instagram,52124,3769,12,2223.46,6601.17,7.23,0.59,0.32,196.89
2025-11-30,Campaign_002,Twitter,99444,4437,98,193.5,7799.37,4.46,0.04,2.21,3930.68
2025-11-29,Campaign_008,Google Ads,71149,2589,61,2746.35,2332.75,3.64,1.06,2.36,-15.06
2025-11-28,Campaign_006,LinkedIn,83430,3774,95,775.37,9393.04,4.52,0.21,2.52,1111.43
2025-11-27,Campaign_010,LinkedIn,72325,1732,197,611.41,7638.35,2.39,0.35,11.37,1149.3
2025-11-26,Campaign_007,Instagram,39753,342,54,2317.41,4082.26,0.86,6.78,15.79,76.16
2025-11-25,Campaign_001,LinkedIn,3041,936,10,3466.24,5496.48,30.78,3.7,1.07,58.57
2025-11-24,Campaign_005,Google Ads,79875,3139,153,3656.49,7915.84,3.93,1.16,4.87,116.49
2025-11-23,Campaign_007,Facebook,15847,1263,75,3310.79,1788.46,7.97,2.62,5.94,-45.98
2025-11-22,Campaign_009,LinkedIn,22888,4170,59,3410.72,717.49,18.22,0.82,1.41,-78.96
2025-11-21,Campaign_009,LinkedIn,96408,453,56,4400.61,597.81,0.47,9.71,12.36,-86.42
2025-11-20,Campaign_002,Twitter,49768,1266,109,4829.44,2755.0,2.54,3.81,8.61,-42.95
2025-11-19,Campaign_010,Facebook,40245,3037,19,4053.42,6950.25,7.55,1.33,0.63,71.47
2025-11-18,Campaign_003,Facebook,9305,3747,1,4322.79,2379.16,40.27,1.15,0.03,-44.96
2025-11-17,Campaign_003,Facebook,57289,3356,69,1962.57,3672.15,5.86,0.58,2.06,87.11
2025-11-16,Campaign_006,LinkedIn,99951,1273,36,3060.99,1581.16,1.27,2.4,2.83,-48.34
2025-11-15,Campaign_002,Facebook,43897,2140,181,966.39,1364.64,4.88,0.45,8.46,41.21
2025-11-14,Campaign_010,LinkedIn,90999,4737,147,3552.87,1982.75,5.21,0.75,3.1,-44.19
2025-11-13,Campaign_006,Instagram,8417,3299,18,1183.95,6632.71,39.19,0.36,0.55,460.22
2025-11-12,Campaign_008,Instagram,74688,781,20,1995.62,3181.69,1.05,2.56,2.56,59.43
2025-11-11,Campaign_007,Facebook,23292,2808,167,1836.78,9286.33,12.06,0.65,5.95,405.58
2025-11-10,Campaign_003,Instagram,6932,528,130,110.22,5478.73,7.62,0.21,24.62,4870.72
2025-11-09,Campaign_010,Google Ads,95176,1571,24,1702.58,8516.55,1.65,1.08,1.53,400.21
2025-11-08,Campaign_002,Facebook,13303,2225,83,558.16,8789.52,16.73,0.25,3.73,1474.73
2025-11-07,Campaign_006,Twitter,77093,2916,192,4100.01,7830.34,3.78,1.41,6.58,90.98
2025-11-06,Campaign_008,Instagram,11164,685,77,4957.97,5281.79,6.14,7.24,11.24,6.53
2025-11-05,Campaign_002,Facebook,22668,4587,27,838.68,5419.61,20.24,0.18,0.59,546.21
2025-11-04,Campaign_001,Twitter,63681,2160,116,1701.01,3933.43,3.39,0.79,5.37,131.24
2025-11-03,Campaign_003,Google Ads,3018,2717,32,1971.1,8088.2,90.03,0.73,1.18,310.34
2025-11-02,Campaign_009,Facebook,4168,3193,20,2611.27,7593.46,76.61,0.82,0.63,190.8
2025-11-01,Campaign_010,LinkedIn,71473,3594,52,2346.31,5222.17,5.03,0.65,1.45,122.57
2025-10-31,Campaign_004,Twitter,75490,3931,88,4447.99,5832.94,5.21,1.13,2.24,31.14
2025-10-30,Campaign_002,Google Ads,98040,2313,14,2766.31,3855.69,2.36,1.2,0.61,39.38
2025-10-29,Campaign_008,Google Ads,22890,851,173,4809.25,582.82,3.72,5.65,20.33,-87.88
2025-10-28,Campaign_001,Facebook,13055,3063,6,803.49,7068.74,23.46,0.26,0.2,779.75
2025-10-27,Campaign_004,Facebook,18280,1671,106,2562.59,393.92,9.14,1.53,6.34,-84.63
2025-10-26,Campaign_007,Twitter,27725,4809,195,2612.41,8946.5,17.35,0.54,4.05,242.46
2025-10-25,Campaign_003,Facebook,46200,2655,33,4504.22,9551.58,5.75,1.7,1.24,112.06
2025-10-24,Campaign_007,LinkedIn,32800,3007,77,3759.25,2156.99,9.17,1.25,2.56,-42.62
2025-10-23,Campaign_001,LinkedIn,91828,545,16,3034.74,1986.22,0.59,5.57,2.94,-34.55
2025-10-22,Campaign_006,Facebook,77759,1512,192,3826.68,7054.18,1.94,2.53,12.7,84.34
2025-10-21,Campaign_008,Google Ads,91010,621,192,57.25,7926.42,0.68,0.09,30.92,13745.28
2025-10-20,Campaign_001,LinkedIn,80805,4918,32,1101.0,301.63,6.09,0.22,0.65,-72.6
2025-10-19,Campaign_004,Instagram,48504,573,156,1899.4,6436.16,1.18,3.31,27.23,238.85
2025-10-18,Campaign_003,Facebook,12300,1112,167,1729.78,803.78,9.04,1.56,15.02,-53.53
2025-10-17,Campaign_005,Twitter,72395,3647,128,961.86,4177.68,5.04,0.26,3.51,334.33
2025-10-16,Campaign_006,Google Ads,44711,2412,58,4067.69,2056.93,5.39,1.69,2.4,-49.43
2025-10-15,Campaign_006,LinkedIn,64946,2856,121,1519.09,2843.96,4.4,0.53,4.24,87.21
2025-10-14,Campaign_004,Twitter,79582,4952,66,256.51,2680.48,6.22,0.05,1.33,944.98
2025-10-13,Campaign_002,Facebook,89162,4482,85,2124.31,6804.17,5.03,0.47,1.9,220.3
2025-10-12,Campaign_010,Instagram,1849,1299,125,594.53,487.29,70.25,0.46,9.62,-18.04
2025-10-11,Campaign_005,Facebook,82609,4003,62,2534.0,9808.88,4.85,0.63,1.55,287.09
2025-10-10,Campaign_004,Twitter,81336,3429,14,1899.42,3959.16,4.22,0.55,0.41,108.44
2025-10-09,Campaign_010,Instagram,83231,3602,61,3593.14,5913.83,4.33,1.0,1.69,64.59
2025-10-08,Campaign_006,Instagram,52977,4366,21,1593.33,4538.37,8.24,0.36,0.48,184.84
2025-10-07,Campaign_005,Instagram,44448,3919,20,2085.5,1201.4,8.82,0.53,0.51,-42.39
2025-10-06,Campaign_010,LinkedIn,51950,4354,117,118.1,7426.75,8.38,0.03,2.69,6188.53
2025-10-05,Campaign_008,Instagram,9341,1748,182,4036.74,7046.91,18.71,2.31,10.41,74.57
